[3,Pagos,218,3]
[2,Consultas,11,0]
[2,Consultas,11,3]
[2,Consultas,11,4]
[2,Consultas,9,0]
[2,Consultas,11,1]
[2,Consultas,11,0]
[2,Consultas,12,1]
[2,Consultas,10,0]
[2,Consultas,15,0]
[2,Consultas,11,1]
[2,Consultas,11,1]
[2,Consultas,10,0]
[2,Consultas,10,1]
[2,Consultas,11,0]
[2,Consultas,21,1]
[2,Consultas,35,1]
[2,Consultas,11,0]
[2,Consultas,10,1]
[2,Consultas,11,0]
[2,Consultas,9,1]
[2,Consultas,10,1]
[2,Consultas,10,0]
[2,Consultas,10,0]
[2,Consultas,10,0]
[2,Consultas,9,0]
[2,Consultas,10,0]
[2,Consultas,11,0]
[2,Consultas,26,0]
[2,Consultas,46,1]
[2,Consultas,13,0]
[2,Consultas,14,1]
[2,Consultas,9,0]
[2,Consultas,14,1]
[2,Consultas,10,1]
[2,Consultas,11,0]
[2,Consultas,9,1]
[2,Consultas,10,1]
[2,Consultas,10,1]
[2,Consultas,12,0]
[2,Consultas,9,1]
[2,Consultas,11,0]
[2,Consultas,13,0]
[2,Consultas,10,0]
[2,Consultas,12,1]
[2,Consultas,10,0]
[2,Consultas,10,0]
[2,Consultas,10,1]
[2,Consultas,11,1]
[2,Consultas,9,0]
[2,Consultas,12,0]
[2,Consultas,11,0]
[2,Consultas,11,0]
[2,Consultas,10,1]
[2,Consultas,10,0]
[2,Consultas,9,0]
[2,Consultas,10,0]
[2,Consultas,9,0]
[2,Consultas,33,0]
[2,Consultas,23,0]
[2,Consultas,10,0]
[2,Consultas,10,1]
[2,Consultas,10,1]
[2,Consultas,9,1]
[2,Consultas,9,0]
[2,Consultas,10,1]
[2,Consultas,10,0]
[2,Consultas,11,0]
[2,Consultas,9,0]
[2,Consultas,10,0]
[2,Consultas,11,1]
[2,Consultas,12,0]
[2,Consultas,12,0]
[2,Consultas,9,0]
[2,Consultas,8,1]
[2,Consultas,9,1]
[2,Consultas,9,0]
[2,Consultas,11,0]
[2,Consultas,9,0]
[2,Consultas,9,0]
[2,Consultas,10,1]
[2,Consultas,12,0]
[2,Consultas,14,0]
[2,Consultas,9,1]
[2,Consultas,12,1]
[2,Consultas,11,1]
[2,Consultas,11,0]
[2,Consultas,10,1]
[2,Consultas,12,1]
[2,Consultas,12,0]
[2,Consultas,11,0]
[2,Consultas,8,0]
[2,Consultas,11,0]
[2,Consultas,8,0]
[2,Consultas,9,1]
[2,Consultas,12,0]
[2,Consultas,11,0]
[2,Consultas,10,1]
[2,Consultas,10,1]
[2,Consultas,12,0]
[2,Consultas,9,0]
[2,Consultas,9,0]
[2,Consultas,9,0]
[2,Consultas,10,0]
[2,Consultas,11,0]
[2,Consultas,14,0]
[2,Consultas,11,1]
[2,Consultas,9,0]
[2,Consultas,9,0]
[2,Consultas,9,1]
[2,Consultas,12,1]
[2,Consultas,12,1]
[2,Consultas,14,1]
[2,Consultas,9,0]
[2,Consultas,11,5]
[2,Consultas,23,5]
[2,Consultas,12,0]
[2,Consultas,11,1]
[2,Consultas,9,2]
[2,Consultas,10,0]
[2,Consultas,11,3]
[2,Consultas,12,1]
[2,Consultas,12,1]
[2,Consultas,12,1]
[2,Consultas,43,2]
[2,Consultas,26,1]
[2,Consultas,11,1]
[2,Consultas,14,1]
[2,Consultas,11,0]
[2,Consultas,13,2]
[2,Consultas,10,1]
[2,Consultas,10,1]
[2,Consultas,12,1]
[2,Consultas,10,1]
[2,Consultas,10,1]
[2,Consultas,12,1]
[2,Consultas,37,1]
[2,Consultas,23,1]
[2,Consultas,12,1]
[2,Consultas,10,2]
[2,Consultas,12,1]
[2,Consultas,9,0]
[2,Consultas,9,1]
[2,Consultas,13,1]
[2,Consultas,12,0]
[2,Consultas,12,1]
[2,Consultas,10,0]
[2,Consultas,27,1]
[2,Consultas,14,1]
[2,Consultas,14,0]
[2,Consultas,16,1]
[2,Consultas,11,1]
[2,Consultas,13,0]
[2,Consultas,12,1]
[2,Consultas,11,0]
[2,Consultas,13,1]
[2,Consultas,12,4]
[2,Consultas,15,4]
[2,Consultas,10,0]
[2,Consultas,12,0]
[2,Consultas,13,1]
[2,Consultas,11,1]
[2,Consultas,12,0]
[2,Consultas,11,0]
[2,Consultas,17,0]
[2,Consultas,11,0]
[2,Consultas,11,0]
[2,Consultas,12,1]
[2,Consultas,12,1]
[2,Consultas,11,1]
[2,Consultas,10,0]
[2,Consultas,12,0]
[2,Consultas,10,1]
[2,Consultas,12,14]
[2,Consultas,11,0]
[2,Consultas,9,0]
[2,Consultas,11,0]
[2,Consultas,9,0]
[2,Consultas,10,0]
[2,Consultas,12,0]
[2,Consultas,12,0]
[2,Consultas,9,0]
[2,Consultas,9,0]
[2,Consultas,26,0]
[2,Consultas,44,0]
[2,Consultas,9,1]
[2,Consultas,10,1]
[2,Consultas,11,0]
[2,Consultas,11,1]
[2,Consultas,10,0]
[2,Consultas,11,0]
[2,Consultas,11,15]
[2,Consultas,11,1]
[2,Consultas,10,0]
[2,Consultas,12,1]
[2,Consultas,13,0]
[2,Consultas,11,0]
[2,Consultas,14,0]
[2,Consultas,12,1]
[2,Consultas,10,0]
[2,Consultas,11,15]
[2,Consultas,12,1]
[2,Consultas,10,0]
[2,Consultas,10,0]
[2,Consultas,17,1]
[2,Consultas,13,2]
[2,Consultas,28,1]
[2,Consultas,48,0]
[2,Consultas,9,1]
[2,Consultas,10,1]
[2,Consultas,9,1]
[2,Consultas,10,1]
[2,Consultas,10,0]
[2,Consultas,11,1]
[2,Consultas,15,0]
[2,Consultas,23,0]
[2,Consultas,38,1]
[2,Consultas,13,1]
[2,Consultas,13,0]
[2,Consultas,11,0]
[2,Consultas,10,0]
[2,Consultas,9,1]
[2,Consultas,10,1]
[2,Consultas,11,1]
[2,Consultas,12,0]
[2,Consultas,10,1]
[2,Consultas,37,0]
[2,Consultas,21,0]
[2,Consultas,10,0]
[2,Consultas,8,1]
[2,Consultas,9,1]
[2,Consultas,10,0]
[2,Consultas,13,1]
[2,Consultas,13,0]
[2,Consultas,10,1]
[2,Consultas,9,1]
[2,Consultas,10,0]
[2,Consultas,11,0]
[2,Consultas,9,0]
[2,Consultas,12,1]
[2,Consultas,9,1]
[2,Consultas,12,0]
[2,Consultas,10,0]
[2,Consultas,9,0]
[2,Consultas,9,0]
[2,Consultas,21,0]
[2,Consultas,30,1]
[2,Consultas,18,0]
[2,Consultas,20,0]
[2,Consultas,10,0]
[2,Consultas,35,1]
[2,Consultas,10,0]
[2,Consultas,10,1]
[2,Consultas,9,0]
[2,Consultas,11,1]
[2,Consultas,9,0]
[2,Consultas,11,0]
[2,Consultas,11,0]
[2,Consultas,17,0]
[2,Consultas,10,1]
[2,Consultas,13,1]
[2,Consultas,12,1]
[2,Consultas,9,1]
[2,Consultas,9,1]
[2,Consultas,12,0]
[2,Consultas,9,0]
[2,Consultas,11,0]
[2,Consultas,23,0]
[2,Consultas,37,1]
[2,Consultas,9,1]
[2,Consultas,10,0]
[2,Consultas,8,0]
[2,Consultas,9,1]
[2,Consultas,11,0]
[2,Consultas,11,0]
[2,Consultas,11,1]
[2,Consultas,10,0]
[2,Consultas,9,0]
[2,Consultas,11,1]
[2,Consultas,9,0]
[2,Consultas,10,1]
[2,Consultas,9,0]
[2,Consultas,12,0]
[2,Consultas,10,0]
[2,Consultas,10,1]
[2,Consultas,10,1]
[2,Consultas,11,0]
[2,Consultas,11,0]
[2,Consultas,11,1]
[2,Consultas,9,0]
[2,Consultas,9,0]
[2,Consultas,9,0]
[2,Consultas,11,1]
[2,Consultas,14,1]
[2,Consultas,11,1]
[2,Consultas,11,1]
[2,Consultas,12,1]
[2,Consultas,31,0]
[2,Consultas,41,1]
[2,Consultas,20,1]
[2,Consultas,14,0]
[2,Consultas,14,1]
[2,Consultas,26,1]
[2,Consultas,12,0]
[2,Consultas,10,1]
[2,Consultas,23,2]
[2,Consultas,40,0]
[2,Consultas,10,0]
[2,Consultas,13,1]
[2,Consultas,17,1]
[2,Consultas,9,1]
[2,Consultas,11,1]
[2,Consultas,9,2]
[2,Consultas,9,0]
[2,Consultas,8,0]
[2,Consultas,11,1]
[2,Consultas,9,0]
[2,Consultas,11,1]
[2,Consultas,10,1]
[2,Consultas,9,1]
[2,Consultas,25,1]
[2,Consultas,43,1]
[2,Consultas,10,2]
[2,Consultas,26,1]
[2,Consultas,16,0]
[2,Consultas,8,1]
[2,Consultas,12,0]
[2,Consultas,13,1]
[2,Consultas,11,1]
[2,Consultas,13,1]
[2,Consultas,11,1]
[2,Consultas,12,1]
[2,Consultas,10,1]
[2,Consultas,10,0]
[2,Consultas,11,0]
[2,Consultas,12,1]
[2,Consultas,11,1]
[2,Consultas,11,0]
[2,Consultas,10,1]
[2,Consultas,10,1]
[2,Consultas,10,2]
[2,Consultas,12,1]
[2,Consultas,9,1]
[2,Consultas,11,0]
[2,Consultas,11,1]
[2,Consultas,10,1]
[2,Consultas,11,1]
[2,Consultas,10,1]
[2,Consultas,10,19]
[2,Consultas,11,1]
[2,Consultas,11,0]
[2,Consultas,15,0]
[2,Consultas,11,0]
[2,Consultas,10,1]
[2,Consultas,11,1]
[2,Consultas,11,0]
[2,Consultas,12,1]
[2,Consultas,10,1]
[2,Consultas,10,1]
[2,Consultas,11,1]
[2,Consultas,12,1]
[2,Consultas,11,1]
[2,Consultas,11,1]
[2,Consultas,10,1]
[2,Consultas,9,0]
[2,Consultas,10,0]
[2,Consultas,9,1]
[2,Consultas,14,1]
[2,Consultas,12,0]
[2,Consultas,11,0]
[2,Consultas,9,1]
[2,Consultas,10,1]
[2,Consultas,10,1]
[2,Consultas,10,1]
[2,Consultas,11,0]
[2,Consultas,9,0]
[2,Consultas,9,1]
[2,Consultas,9,0]
[2,Consultas,11,1]
[2,Consultas,10,1]
[2,Consultas,10,0]
[2,Consultas,11,1]
[2,Consultas,13,1]
[2,Consultas,12,0]
[2,Consultas,12,0]
[2,Consultas,10,1]
[2,Consultas,14,1]
[2,Consultas,11,1]
[2,Consultas,11,1]
[2,Consultas,9,1]
[2,Consultas,10,1]
[2,Consultas,10,1]
[2,Consultas,11,0]
[2,Consultas,8,1]
[2,Consultas,10,1]
[2,Consultas,12,1]
[2,Consultas,38,9]
[2,Consultas,51,1]
[2,Consultas,10,0]
[2,Consultas,13,2]
[2,Consultas,9,1]
[2,Consultas,14,1]
[2,Consultas,10,1]
[2,Consultas,12,1]
[2,Consultas,13,1]
[2,Consultas,11,0]
[2,Consultas,15,1]
[2,Consultas,12,0]
[2,Consultas,14,0]
[2,Consultas,12,1]
[2,Consultas,17,1]
[2,Consultas,29,1]
[2,Consultas,11,1]
[2,Consultas,10,0]
[2,Consultas,10,1]
[2,Consultas,12,1]
[2,Consultas,11,0]
[2,Consultas,12,1]
[2,Consultas,12,1]
[2,Consultas,10,1]
[2,Consultas,10,0]
[2,Consultas,19,0]
[2,Consultas,10,0]
[2,Consultas,10,0]
[2,Consultas,11,0]
[2,Consultas,39,1]
[2,Consultas,23,0]
[2,Consultas,11,1]
[2,Consultas,11,1]
[2,Consultas,12,0]
[2,Consultas,15,1]
[2,Consultas,12,1]
[2,Consultas,13,1]
[2,Consultas,13,0]
[2,Consultas,12,1]
[2,Consultas,12,1]
[2,Consultas,13,1]
[2,Consultas,12,1]
[2,Consultas,11,1]
[2,Consultas,10,0]
[2,Consultas,11,0]
[2,Consultas,10,0]
[2,Consultas,10,0]
[2,Consultas,9,0]
[2,Consultas,10,0]
[2,Consultas,11,0]
[2,Consultas,9,1]
[2,Consultas,13,0]
[2,Consultas,14,0]
[2,Consultas,10,1]
[2,Consultas,11,0]
[2,Consultas,11,1]
[2,Consultas,11,1]
[2,Consultas,13,0]
[2,Consultas,13,0]
[2,Consultas,17,0]
[2,Consultas,34,1]
[2,Consultas,10,0]
[2,Consultas,11,2]
[2,Consultas,15,0]
[2,Consultas,10,0]
[2,Consultas,11,1]
[2,Consultas,9,1]
[2,Consultas,13,0]
[2,Consultas,10,0]
[2,Consultas,10,2]
[2,Consultas,11,6]
[2,Consultas,15,1]
[2,Consultas,26,1]
[2,Consultas,45,1]
[2,Consultas,10,1]
[2,Consultas,9,1]
[2,Consultas,13,1]
[2,Consultas,11,0]
[2,Consultas,12,0]
[2,Consultas,10,0]
[2,Consultas,11,0]
[2,Consultas,10,1]
[2,Consultas,11,0]
[2,Consultas,11,1]
[2,Consultas,12,1]
[2,Consultas,12,1]
[2,Consultas,10,1]
[2,Consultas,11,1]
[2,Consultas,11,2]
[2,Consultas,11,1]
[2,Consultas,9,3]
[2,Consultas,10,0]
[2,Consultas,9,1]
[2,Consultas,15,1]
[2,Consultas,9,1]
[2,Consultas,14,1]
[2,Consultas,11,1]
[2,Consultas,31,1]
[2,Consultas,48,1]
[2,Consultas,14,1]
[2,Consultas,12,0]
[2,Consultas,11,1]
[2,Consultas,10,1]
[2,Consultas,14,1]
[2,Consultas,13,1]
[2,Consultas,9,1]
[2,Consultas,12,1]
[2,Consultas,10,1]
[2,Consultas,13,0]
[2,Consultas,9,1]
[2,Consultas,9,2]
[2,Consultas,13,2]
[2,Consultas,10,1]
[2,Consultas,10,1]
[2,Consultas,19,1]
[2,Consultas,34,0]
[2,Consultas,12,1]
[2,Consultas,9,2]
[2,Consultas,10,1]
[2,Consultas,11,3]
[2,Consultas,10,1]
[2,Consultas,8,1]
[2,Consultas,10,1]
[2,Consultas,9,2]
[2,Consultas,8,0]
[2,Consultas,12,1]
[2,Consultas,10,0]
[2,Consultas,9,0]
[2,Consultas,10,0]
[2,Consultas,9,0]
[2,Consultas,11,0]
[2,Consultas,11,0]
[2,Consultas,15,1]
[2,Consultas,9,1]
[2,Consultas,11,1]
[2,Consultas,10,1]
[2,Consultas,9,1]
[2,Consultas,8,0]
[2,Consultas,9,0]
[2,Consultas,8,0]
[2,Consultas,10,0]
[2,Consultas,11,0]
[2,Consultas,14,0]
[2,Consultas,9,0]
[2,Consultas,11,0]
[2,Consultas,12,0]
[2,Consultas,8,0]
[2,Consultas,9,0]
[2,Consultas,11,0]
[2,Consultas,10,0]
[2,Consultas,11,1]
[2,Consultas,9,0]
[2,Consultas,11,1]
[2,Consultas,9,0]
[2,Consultas,9,0]
[2,Consultas,13,0]
[2,Consultas,11,1]
[2,Consultas,11,1]
[2,Consultas,10,0]
[2,Consultas,10,1]
[2,Consultas,11,1]
[2,Consultas,11,0]
[2,Consultas,11,1]
[2,Consultas,9,0]
[2,Consultas,10,0]
[2,Consultas,12,1]
[2,Consultas,10,1]
[2,Consultas,11,1]
[2,Consultas,9,0]
[2,Consultas,11,0]
[2,Consultas,10,0]
[2,Consultas,12,1]
[2,Consultas,10,1]
[2,Consultas,9,1]
[2,Consultas,10,1]
[2,Consultas,21,0]
[2,Consultas,36,0]
[2,Consultas,12,0]
[2,Consultas,11,0]
[2,Consultas,10,0]
[2,Consultas,11,0]
[2,Consultas,15,1]
[2,Consultas,10,0]
[2,Consultas,11,0]
[2,Consultas,9,0]
[2,Consultas,10,0]
[2,Consultas,11,0]
[2,Consultas,10,1]
[2,Consultas,10,0]
[2,Consultas,13,1]
[2,Consultas,10,0]
[2,Consultas,10,0]
[2,Consultas,10,0]
[2,Consultas,9,1]
[2,Consultas,9,0]
[2,Consultas,26,0]
[2,Consultas,40,0]
[2,Consultas,11,1]
[2,Consultas,12,1]
[2,Consultas,12,0]
[2,Consultas,11,0]
[2,Consultas,9,0]
[2,Consultas,13,1]
[2,Consultas,12,0]
[2,Consultas,10,1]
[2,Consultas,11,0]
[2,Consultas,8,1]
[2,Consultas,11,1]
[2,Consultas,10,1]
[2,Consultas,10,0]
[2,Consultas,9,0]
[2,Consultas,10,0]
[2,Consultas,11,0]
[2,Consultas,9,0]
[2,Consultas,12,1]
[2,Consultas,14,0]
[2,Consultas,9,1]
[2,Consultas,11,1]
[2,Consultas,10,0]
[2,Consultas,15,1]
[2,Consultas,13,0]
[2,Consultas,9,1]
[2,Consultas,11,0]
[2,Consultas,11,1]
[2,Consultas,37,0]
[2,Consultas,21,0]
[2,Consultas,10,0]
[2,Consultas,10,0]
[2,Consultas,9,1]
[2,Consultas,10,0]
[2,Consultas,9,1]
[2,Consultas,9,1]
[2,Consultas,11,0]
[2,Consultas,10,0]
[2,Consultas,11,1]
[2,Consultas,9,0]
[2,Consultas,10,1]
[2,Consultas,25,0]
[2,Consultas,40,1]
[2,Consultas,11,1]
[2,Consultas,12,0]
[2,Consultas,9,0]
[2,Consultas,11,0]
[2,Consultas,9,1]
[2,Consultas,10,0]
[2,Consultas,10,0]
[2,Consultas,9,1]
[2,Consultas,9,1]
[2,Consultas,11,0]
[2,Consultas,11,1]
[2,Consultas,12,1]
[2,Consultas,9,0]
[2,Consultas,15,1]
[2,Consultas,13,0]
[2,Consultas,11,1]
[2,Consultas,13,0]
[2,Consultas,9,1]
[2,Consultas,12,0]
[2,Consultas,9,0]
[2,Consultas,9,0]
[2,Consultas,11,0]
[2,Consultas,11,0]
[2,Consultas,11,0]
[2,Consultas,10,0]
[2,Consultas,10,0]
[2,Consultas,11,0]
[2,Consultas,25,1]
[2,Consultas,10,1]
[2,Consultas,11,1]
[2,Consultas,39,1]
[2,Consultas,14,1]
[2,Consultas,9,1]
[2,Consultas,9,1]
[2,Consultas,10,1]
[2,Consultas,12,1]
[2,Consultas,10,1]
[2,Consultas,9,1]
[2,Consultas,9,0]
[2,Consultas,10,0]
[2,Consultas,9,1]
[2,Consultas,11,1]
[2,Consultas,10,1]
[2,Consultas,12,1]
[2,Consultas,12,2]
[2,Consultas,10,1]
[2,Consultas,13,8]
[2,Consultas,10,3]
[2,Consultas,13,1]
[2,Consultas,10,1]
[2,Consultas,13,1]
[2,Consultas,9,0]
[2,Consultas,11,0]
[2,Consultas,17,1]
[2,Consultas,12,2]
[2,Consultas,14,1]
[2,Consultas,13,1]
[2,Consultas,13,1]
[2,Consultas,13,1]
[2,Consultas,14,1]
[2,Consultas,13,1]
[2,Consultas,13,0]
[2,Consultas,12,1]
[2,Consultas,9,1]
[2,Consultas,11,1]
[2,Consultas,10,1]
[2,Consultas,19,1]
[2,Consultas,10,0]
[2,Consultas,10,0]
[2,Consultas,10,0]
[2,Consultas,12,1]
[2,Consultas,12,0]
[2,Consultas,9,0]
[2,Consultas,11,1]
[2,Consultas,13,0]
[2,Consultas,12,1]
[2,Consultas,13,3]
[2,Consultas,15,1]
[2,Consultas,20,1]
[2,Consultas,13,1]
[2,Consultas,12,0]
[2,Consultas,11,1]
[2,Consultas,24,1]
[2,Consultas,11,1]
[2,Consultas,11,1]
[2,Consultas,15,1]
[2,Consultas,12,0]
[2,Consultas,15,1]
[2,Consultas,12,0]
[2,Consultas,12,0]
[2,Consultas,10,1]
[3,Consultas,12,1]
[2,Consultas,12,6]
[3,Consultas,11,0]
[3,Consultas,10,1]
[3,Consultas,11,0]
[3,Consultas,12,0]
[3,Consultas,12,0]
[3,Consultas,10,1]
[3,Consultas,10,0]
[3,Consultas,11,0]
[3,Consultas,23,3]
[3,Consultas,28,1]
[3,Consultas,11,1]
[3,Consultas,9,1]
[3,Consultas,12,1]
[3,Consultas,10,0]
[3,Consultas,14,0]
[3,Consultas,9,0]
[3,Consultas,11,0]
[3,Consultas,11,0]
[3,Consultas,12,1]
[3,Consultas,9,0]
[3,Consultas,11,0]
[3,Consultas,23,1]
[3,Consultas,27,0]
[3,Consultas,9,0]
[3,Consultas,25,0]
[3,Consultas,11,1]
[3,Consultas,11,0]
[3,Consultas,11,0]
[3,Consultas,10,0]
[3,Consultas,11,0]
[3,Consultas,15,0]
[3,Consultas,11,0]
[3,Consultas,9,1]
[3,Consultas,12,1]
[3,Consultas,11,0]
[3,Consultas,10,1]
[3,Consultas,9,1]
[3,Consultas,10,2]
[3,Consultas,12,1]
[3,Consultas,20,1]
[3,Consultas,36,2]
[3,Consultas,22,1]
[3,Consultas,37,2]
[3,Consultas,10,1]
[3,Consultas,9,0]
[3,Consultas,10,0]
[3,Consultas,13,1]
[3,Consultas,10,1]
[3,Consultas,36,0]
[3,Consultas,20,1]
[3,Consultas,13,1]
[3,Consultas,11,0]
[3,Consultas,18,1]
[3,Consultas,19,1]
[3,Consultas,14,1]
[3,Consultas,12,0]
[3,Consultas,10,1]
[3,Consultas,12,2]
[3,Consultas,13,1]
[3,Consultas,11,1]
[3,Consultas,12,1]
[3,Consultas,32,0]
[3,Consultas,13,1]
[3,Consultas,11,0]
[3,Consultas,13,1]
[3,Consultas,10,0]
[3,Consultas,13,1]
[3,Consultas,12,1]
[3,Consultas,10,2]
[3,Consultas,13,1]
[3,Consultas,11,1]
[3,Consultas,11,0]
[3,Consultas,11,0]
[3,Consultas,12,1]
[3,Consultas,12,1]
[3,Consultas,11,0]
[3,Consultas,11,2]
[3,Consultas,13,1]
[3,Consultas,9,2]
[3,Consultas,12,1]
[3,Consultas,14,1]
[3,Consultas,14,1]
[3,Consultas,12,1]
[3,Consultas,14,1]
[3,Consultas,14,1]
[3,Consultas,12,1]
[3,Consultas,12,1]
[3,Consultas,10,1]
[3,Consultas,8,1]
[3,Consultas,11,1]
[3,Consultas,8,0]
[3,Consultas,12,1]
[3,Consultas,11,1]
[3,Consultas,12,0]
[3,Consultas,14,1]
[3,Consultas,10,0]
[3,Consultas,10,0]
[3,Consultas,9,0]
[3,Consultas,9,1]
[3,Consultas,12,1]
[3,Consultas,19,1]
[3,Consultas,11,0]
[3,Consultas,11,0]
[3,Consultas,15,1]
[3,Consultas,11,0]
[3,Consultas,11,0]
[3,Consultas,8,0]
[3,Consultas,9,0]
[3,Consultas,10,0]
[3,Consultas,9,1]
[3,Consultas,11,0]
[3,Consultas,20,0]
[3,Consultas,11,0]
[3,Consultas,36,0]
[3,Consultas,10,1]
[3,Consultas,8,0]
[3,Consultas,13,0]
[3,Consultas,11,1]
[3,Consultas,11,0]
[3,Consultas,8,0]
[3,Consultas,13,1]
[3,Consultas,11,1]
[3,Consultas,12,1]
[3,Consultas,13,1]
[3,Consultas,12,1]
[3,Consultas,12,0]
[3,Consultas,10,1]
[3,Consultas,11,1]
[3,Consultas,18,0]
[3,Consultas,12,0]
[3,Consultas,10,1]
[3,Consultas,11,0]
[3,Consultas,13,0]
[3,Consultas,22,0]
[3,Consultas,38,6]
[3,Consultas,10,1]
[3,Consultas,17,0]
[3,Consultas,27,0]
[3,Consultas,13,0]
[3,Consultas,11,0]
[3,Consultas,10,0]
[3,Consultas,10,0]
[3,Consultas,10,0]
[3,Consultas,14,1]
[3,Consultas,10,1]
[3,Consultas,12,0]
[3,Consultas,9,0]
[3,Consultas,12,0]
[3,Consultas,11,1]
[3,Consultas,10,0]
[3,Consultas,12,1]
[3,Consultas,12,1]
[3,Consultas,9,0]
[3,Consultas,9,0]
[3,Consultas,9,0]
[3,Consultas,13,0]
[3,Consultas,9,1]
[3,Consultas,10,0]
[3,Consultas,13,0]
[3,Consultas,11,0]
[3,Consultas,9,1]
[3,Consultas,10,0]
[3,Consultas,10,1]
[3,Consultas,8,0]
[3,Consultas,11,0]
[3,Consultas,61,0]
[3,Consultas,75,0]
[3,Consultas,31,1]
[3,Consultas,10,1]
[3,Consultas,9,0]
[3,Consultas,9,1]
[3,Consultas,8,1]
[3,Consultas,9,0]
[3,Consultas,13,0]
[3,Consultas,9,0]
[3,Consultas,18,0]
[3,Consultas,40,1]
[3,Consultas,23,1]
[3,Consultas,12,1]
[3,Consultas,10,0]
[3,Consultas,9,0]
[3,Consultas,13,0]
[3,Consultas,9,0]
[3,Consultas,14,0]
[3,Consultas,10,1]
[3,Consultas,9,0]
[3,Consultas,12,1]
[3,Consultas,21,0]
[3,Consultas,35,1]
[3,Consultas,12,1]
[3,Consultas,13,0]
[3,Consultas,9,0]
[3,Consultas,10,1]
[3,Consultas,11,1]
[3,Consultas,13,0]
[3,Consultas,13,0]
[3,Consultas,12,1]
[3,Consultas,11,1]
[3,Consultas,10,1]
[3,Consultas,10,0]
[3,Consultas,11,0]
[3,Consultas,9,0]
[3,Consultas,10,1]
[3,Consultas,23,0]
[3,Consultas,12,0]
[3,Consultas,40,1]
[3,Consultas,13,0]
[3,Consultas,12,0]
[3,Consultas,12,1]
[3,Consultas,12,1]
[3,Consultas,12,1]
[3,Consultas,12,1]
[3,Consultas,9,1]
[3,Consultas,15,2]
[3,Consultas,9,3]
[3,Consultas,13,0]
[3,Consultas,91,0]
[3,Consultas,11,2]
[3,Consultas,9,1]
[3,Consultas,10,1]
[3,Consultas,10,1]
[3,Consultas,9,0]
[3,Consultas,10,1]
[3,Consultas,12,1]
[3,Consultas,10,1]
[3,Consultas,10,1]
[3,Consultas,9,1]
[3,Consultas,10,0]
[3,Consultas,7,1]
[3,Consultas,8,0]
[3,Consultas,8,1]
[3,Consultas,7,1]
[3,Consultas,6,0]
[3,Consultas,13,1]
[3,Consultas,13,0]
[3,Consultas,31,0]
[3,Consultas,18,1]
[3,Consultas,7,0]
[3,Consultas,10,0]
[3,Consultas,8,0]
[3,Consultas,9,1]
[3,Consultas,12,1]
[3,Consultas,7,0]
[3,Consultas,9,0]
[3,Consultas,9,0]
[3,Consultas,6,0]
[3,Consultas,9,1]
[3,Consultas,13,1]
[3,Consultas,11,0]
[3,Consultas,10,0]
[3,Consultas,9,0]
[3,Consultas,12,0]
[3,Consultas,6,0]
[3,Consultas,8,0]
[3,Consultas,7,1]
[3,Consultas,11,1]
[3,Consultas,11,1]
[3,Consultas,8,1]
[3,Consultas,11,0]
[3,Consultas,11,0]
[3,Consultas,16,1]
[3,Consultas,12,0]
[3,Consultas,12,0]
[3,Consultas,12,0]
[3,Consultas,12,0]
[3,Consultas,7,0]
[3,Consultas,8,0]
[3,Consultas,10,0]
[3,Consultas,22,1]
[3,Consultas,8,1]
[3,Consultas,34,0]
[3,Consultas,44,1]
[3,Consultas,9,1]
[3,Consultas,12,0]
[3,Consultas,11,1]
[3,Consultas,16,2]
[3,Consultas,12,2]
[3,Consultas,12,1]
[3,Consultas,11,1]
[3,Consultas,18,1]
[3,Consultas,28,1]
[3,Consultas,10,2]
[3,Consultas,10,2]
[3,Consultas,13,1]
[3,Consultas,23,2]
[3,Consultas,32,1]
[3,Consultas,12,1]
[3,Consultas,10,1]
[3,Consultas,10,1]
[3,Consultas,10,1]
[3,Consultas,13,1]
[3,Consultas,15,0]
[3,Consultas,12,1]
[3,Consultas,10,1]
[3,Consultas,9,2]
[3,Consultas,9,1]
[3,Consultas,12,0]
[3,Consultas,10,1]
[3,Consultas,34,5]
[3,Consultas,21,4]
[3,Consultas,8,0]
[3,Consultas,9,0]
[3,Consultas,9,0]
[3,Consultas,9,1]
[3,Consultas,9,0]
[3,Consultas,7,0]
[3,Consultas,7,0]
[3,Consultas,7,0]
[3,Consultas,6,1]
[3,Consultas,6,0]
[3,Consultas,6,1]
[3,Consultas,5,0]
[3,Consultas,5,1]
[3,Consultas,5,0]
[3,Consultas,5,1]
[3,Consultas,6,0]
[3,Consultas,5,0]
[3,Consultas,7,0]
[3,Consultas,6,0]
[3,Consultas,5,0]
[3,Consultas,8,0]
[3,Consultas,8,0]
[3,Consultas,8,0]
[3,Consultas,6,1]
[3,Consultas,7,0]
[3,Consultas,6,0]
[3,Consultas,8,0]
[3,Consultas,7,1]
[3,Consultas,6,0]
[3,Consultas,5,0]
[3,Consultas,6,3]
[3,Consultas,7,3]
[3,Consultas,5,1]
[3,Consultas,5,1]
[3,Consultas,6,0]
[3,Consultas,7,1]
[3,Consultas,5,1]
[3,Consultas,6,2]
[3,Consultas,6,0]
[3,Consultas,5,0]
[3,Consultas,6,0]
[3,Consultas,5,1]
[3,Consultas,6,0]
[3,Consultas,5,0]
[3,Consultas,6,1]
[3,Consultas,5,0]
[3,Consultas,7,0]
[3,Consultas,5,1]
